id,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
5516,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,0,2,N
5517,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,0,2,N
5518,1,11,3,0,0,0,1,0.03,0,1,1,24,1,0,36,0,0,0,46.81,15.83,11734.74,0.25,132,0.06,651.93,741.14,1,0,0,16,0.03,50,82,30,19,39,0,36,N
5519,1,11,3,0,0,0,1,0.03,0,1,1,24,1,0,36,0,1,1,46.81,15.83,11734.74,0.25,132,0.06,651.93,741.14,1,0,0,16,0.03,50,82,30,19,39,0,36,N
5520,0,3,0,0,0,0,1,1,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0.1,0,0,0,0,10,0,0,N
5521,0,3,0,0,0,0,1,1,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0.1,0,0,0,0,10,0,0,N
5522,0,1,0,1,0,0,1,0.33,0,1,1,1,1,0,2,0,1,1,11.23,2,44.92,0.01,8,0.5,2.5,22.46,1,0,0,2,0.2,3,5,3,4,5,33.33,3,N
5523,0,1,0,1,0,0,1,0.33,0,1,1,1,1,0,2,0,1,1,11.23,2,44.92,0.01,8,0.5,2.5,22.46,1,0,0,2,0.2,3,5,3,4,5,33.33,3,N
5524,1,3,1,0,0,4,2,0.22,2,2,1,5,1,0,9,0,2,1,15.23,6,548.26,0.03,24,0.17,30.46,91.38,0,1,2,5,0.17,9,15,6,8,12,0,9,N
5525,1,3,1,0,0,4,2,0.22,2,2,1,5,1,0,9,0,2,1,15.23,6,548.26,0.03,24,0.17,30.46,91.38,0,1,2,5,0.17,9,15,6,8,12,0,9,N
5526,0,3,1,0,0,4,2,0.25,2,2,1,5,1,0,8,0,2,1,11.56,6.4,473.66,0.02,20,0.16,26.31,74.01,0,1,2,5,0.2,8,12,5,8,10,0,8,N
5527,0,3,1,0,0,4,2,0.25,2,2,1,5,1,0,8,0,2,1,11.56,6.4,473.66,0.02,20,0.16,26.31,74.01,0,1,2,5,0.2,8,12,5,8,10,0,8,N
5528,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,N
5529,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,N
5530,1,5,4,1,1,8,3,0.27,4,3,1,13,3,1,10,0,3,1,31.45,4.77,716.47,0.05,36,0.21,39.8,150.12,1,2,4,12,0.2,15,21,11,7,15,16.67,11,N
5531,1,5,4,1,1,8,3,0.27,4,3,1,13,3,1,10,0,3,1,31.45,4.77,716.47,0.05,36,0.21,39.8,150.12,1,2,4,12,0.2,15,21,11,7,15,16.67,11,N
5532,3,7,4,1,1,12,4,0.27,6,4,1,17,3,0,14,0,3,0,31.39,6.33,1259.12,0.07,46,0.16,69.95,198.81,0,3,6,15,0.19,19,27,12,8,21,12.5,15,N
5533,3,7,4,1,1,12,4,0.27,6,4,1,17,3,0,14,0,3,0,31.39,6.33,1259.12,0.07,46,0.16,69.95,198.81,0,3,6,15,0.19,19,27,12,8,21,12.5,15,N
5534,1,5,2,0,1,8,3,0.38,4,3,1,10,3,1,8,0,3,1,14.72,5.6,461.74,0.03,23,0.18,25.65,82.45,1,2,4,9,0.25,8,15,5,7,12,11.11,8,N
5535,1,5,2,0,1,8,3,0.38,4,3,1,10,3,1,8,0,3,1,14.72,5.6,461.74,0.03,23,0.18,25.65,82.45,1,2,4,9,0.25,8,15,5,7,12,11.11,8,N
5536,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,N
5537,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,N
5538,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,N
5539,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,N
5540,0,1,0,0,0,0,1,0.33,0,1,1,1,1,0,3,1,1,1,11.23,2,44.92,0.01,8,0.5,2.5,22.46,1,0,0,2,0.2,3,5,3,4,5,0,3,N
5541,0,1,0,0,0,0,1,0.33,0,1,1,1,1,0,3,1,1,1,11.23,2,44.92,0.01,8,0.5,2.5,22.46,1,0,0,2,0.2,3,5,3,4,5,0,3,N
5542,0,1,1,0,0,0,1,0.33,0,1,1,2,1,0,3,0,0,0,11.23,2,44.92,0.01,8,0.5,2.5,22.46,1,0,0,3,0.2,3,5,3,4,5,0,3,N
5543,0,1,1,0,0,0,1,0.33,0,1,1,2,1,0,3,0,0,0,11.23,2,44.92,0.01,8,0.5,2.5,22.46,1,0,0,3,0.2,3,5,3,4,5,0,3,N
5544,2,5,0,0,0,8,3,0.25,4,1,0,9,1,0,12,2,1,0,15.81,10.08,1607.39,0.05,39,0.1,89.3,159.41,0,2,4,8,0.19,11,28,6,11,16,0,12,N
5545,0,1,1,0,0,0,1,0.33,0,1,1,2,1,0,3,1,1,1,9.47,2.67,67.38,0.01,9,0.38,3.74,25.27,1,0,0,3,0.2,4,5,3,4,5,0,3,N
5546,0,3,2,0,0,4,2,0.33,2,2,1,6,1,0,6,1,2,1,12.55,4.5,254.13,0.02,17,0.22,14.12,56.47,0,1,2,6,0.25,6,11,4,6,8,0,6,N
5547,0,1,0,0,0,0,1,0.2,0,1,1,1,1,0,5,5,1,1,20.8,3.2,213.02,0.02,21,0.31,11.83,66.57,1,0,0,2,0.14,8,13,5,4,7,0,5,N
5548,3,3,1,0,0,4,2,0.15,2,1,0,6,1,0,13,0,0,0,5.57,34.83,6763.77,0.06,51,0.03,375.76,194.18,0,1,2,6,0.11,19,32,3,11,18,0,13,N
5549,2,3,1,0,0,4,2,0.14,2,1,0,6,1,0,14,1,2,1,12.34,17.5,3780,0.07,54,0.06,210,216,0,1,2,6,0.11,21,33,6,10,18,0,14,N
5550,2,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,2,1,1,13.77,4.38,263.5,0.02,19,0.23,14.64,60.23,1,0,0,3,0.17,7,12,4,5,6,0,2,N
5551,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,2,1,1,13.29,3,119.59,0.01,12,0.33,6.64,39.86,1,0,0,3,0.25,4,8,4,6,4,0,2,N
5552,2,9,0,0,0,16,5,0.23,8,1,0,18,1,0,22,2,5,1,14.87,23.83,8446.49,0.12,82,0.04,469.25,354.4,0,4,8,15,0.19,39,43,9,11,26,0,22,N
5553,3,3,7,0,4,4,2,0.14,2,2,1,11,1,0,14,0,1,0,53.95,7.04,2676.52,0.13,76,0.14,148.7,380,0,1,2,11,0.09,36,40,23,9,23,22.22,14,N
5554,4,5,7,0,2,8,3,0.13,4,2,0,16,1,0,23,0,2,0,53,9.73,5018.51,0.17,99,0.1,278.81,515.74,0,2,4,15,0.1,46,53,26,11,31,8,23,N
5555,12,7,6,6,4,12,4,0.1,6,4,1,19,1,0,33,0,3,0,78.33,9.89,7664.53,0.26,138,0.1,425.81,774.83,0,3,6,17,0.07,61,77,37,12,57,23.26,39,N
5556,8,11,7,1,5,16,6,0.16,8,5,0,28,1,0,37,0,5,0,49.34,20.83,21414.62,0.34,177,0.05,1189.7,1027.9,0,4,8,24,0.11,75,102,36,20,53,13.95,38,N
5557,5,5,4,0,2,8,3,0.19,4,3,1,12,1,0,16,0,3,1,41.09,4.67,894.86,0.06,43,0.21,49.71,191.76,0,2,4,11,0.12,20,23,15,7,25,11.11,16,N
5558,3,3,7,0,2,4,2,0.14,2,2,1,11,1,0,14,0,1,0,51.13,7.36,2772.55,0.13,76,0.14,154.03,376.52,0,1,2,11,0.1,36,40,22,9,21,12.5,14,N
5559,4,5,7,0,2,8,3,0.13,4,2,0,16,1,0,23,0,2,0,53,9.73,5018.51,0.17,99,0.1,278.81,515.74,0,2,4,15,0.1,46,53,26,11,31,8,23,N
5560,6,3,1,0,0,4,2,1,2,2,1,5,1,0,2,0,0,0,9.6,2.5,60,0.01,8,0.4,3.33,24,0,1,2,5,0.2,3,5,3,5,10,0,2,N
5561,6,3,1,0,0,4,2,1,2,2,1,5,1,0,2,0,0,0,9.6,2.5,60,0.01,8,0.4,3.33,24,0,1,2,5,0.2,3,5,3,5,10,0,2,N
5562,6,1,0,0,0,0,1,0.14,0,1,1,1,1,0,7,0,0,0,38.44,2.25,194.59,0.03,25,0.44,10.81,86.49,1,0,0,2,0.07,12,13,8,3,15,0,7,N
5563,6,1,0,0,0,0,1,0.14,0,1,1,1,1,0,7,0,0,0,44.81,2,179.25,0.03,25,0.5,9.96,89.62,1,0,0,2,0.07,12,13,9,3,15,0,7,N
5564,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,N
5565,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,N
5566,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,N
5567,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,N
5568,0,7,0,0,0,0,6,0.2,0,1,0,14,1,0,30,0,6,1,44.38,11.05,5420.93,0.16,99,0.09,301.16,490.47,0,0,0,10,0.19,35,64,19,12,32,0,30,N
5569,0,7,0,0,0,0,6,0.2,0,1,0,14,1,0,30,0,0,0,44.38,11.05,5420.93,0.16,99,0.09,301.16,490.47,0,0,0,10,0.19,35,64,19,12,32,0,30,N
5570,0,5,0,0,0,6,3,1,2,1,0,7,3,1,3,0,3,1,8.96,6,322.65,0.02,15,0.17,17.92,53.77,1,2,3,6,0.6,6,9,4,8,5,0,3,N
5571,0,5,0,0,0,6,3,1,2,1,0,7,3,1,3,0,0,0,8.96,6,322.65,0.02,15,0.17,17.92,53.77,1,2,3,6,0.6,6,9,4,8,5,0,3,N
5572,6,20,1,18,2,20,14,0.25,10,9,0,39,1,0,38,1,4,0,26.41,40.71,43778.46,0.36,186,0.02,2432.14,1075.33,0,5,10,27,0.21,73,113,26,29,66,34.48,56,N
5573,6,20,0,18,2,0,14,0.25,0,1,0,39,1,0,38,1,0,0,25.56,37.92,36744.08,0.32,170,0.03,2041.34,969.07,0,0,0,27,0.21,65,105,24,28,66,34.48,56,N
5574,6,20,0,18,2,0,14,0.25,0,1,0,39,1,0,38,1,0,0,25.56,37.92,36744.08,0.32,170,0.03,2041.34,969.07,0,0,0,27,0.21,65,105,24,28,66,34.48,56,N
5575,6,20,1,18,2,20,14,0.25,10,9,0,39,1,0,38,1,4,0,26.41,40.71,43778.46,0.36,186,0.02,2432.14,1075.33,0,5,10,27,0.21,73,113,26,29,66,34.48,56,N
5576,6,20,0,18,2,0,14,0.25,0,1,0,39,1,0,38,1,0,0,25.56,37.92,36744.08,0.32,170,0.03,2041.34,969.07,0,0,0,27,0.21,65,105,24,28,66,34.48,56,N
5577,6,20,1,18,2,20,14,0.25,10,9,0,39,1,0,38,1,4,0,26.41,40.71,43778.46,0.36,186,0.02,2432.14,1075.33,0,5,10,27,0.21,73,113,26,29,66,34.48,56,N
5578,3,3,0,6,0,4,2,0.22,2,1,0,6,1,0,3,2,1,0,20.56,7.56,1173.56,0.05,38,0.13,65.2,155.32,0,1,2,6,0.14,17,21,9,8,14,66.67,9,N
5579,3,3,0,6,0,0,2,0.22,0,1,0,6,1,0,3,2,0,0,20.56,7.56,1173.56,0.05,38,0.13,65.2,155.32,0,0,0,6,0.14,17,21,9,8,14,66.67,9,N
5580,3,3,0,6,0,0,2,0.22,0,1,0,6,1,0,3,2,0,0,20.56,7.56,1173.56,0.05,38,0.13,65.2,155.32,0,0,0,6,0.14,17,21,9,8,14,66.67,9,N
5581,3,3,0,6,0,0,2,0.22,0,1,0,6,1,0,3,2,0,0,20.56,7.56,1173.56,0.05,38,0.13,65.2,155.32,0,0,0,6,0.14,17,21,9,8,14,66.67,9,N
5582,3,3,0,6,0,4,2,0.22,2,1,0,6,1,0,3,2,1,0,20.56,7.56,1173.56,0.05,38,0.13,65.2,155.32,0,1,2,6,0.14,17,21,9,8,14,66.67,9,N
5583,3,3,0,6,0,4,2,0.22,2,1,0,6,1,0,3,2,1,0,20.56,7.56,1173.56,0.05,38,0.13,65.2,155.32,0,1,2,6,0.14,17,21,9,8,14,66.67,9,N
5584,2,1,0,2,0,0,1,0.25,0,1,1,1,1,0,2,1,0,0,8.43,5.33,239.85,0.01,13,0.19,13.33,44.97,1,0,0,2,0.13,4,9,3,8,8,50,4,N
5585,2,1,0,2,0,0,1,0.25,0,1,1,1,1,0,2,1,1,1,8.43,5.33,239.85,0.01,13,0.19,13.33,44.97,1,0,0,2,0.13,4,9,3,8,8,50,4,N
5586,2,1,0,2,0,0,1,0.25,0,1,1,1,1,0,2,1,1,1,8.43,5.33,239.85,0.01,13,0.19,13.33,44.97,1,0,0,2,0.13,4,9,3,8,8,50,4,N
5587,2,1,0,2,0,0,1,0.25,0,1,1,1,1,0,2,1,1,1,8.43,5.33,239.85,0.01,13,0.19,13.33,44.97,1,0,0,2,0.13,4,9,3,8,8,50,4,N
5588,2,1,0,2,0,0,1,0.25,0,1,1,1,1,0,2,1,0,0,8.43,5.33,239.85,0.01,13,0.19,13.33,44.97,1,0,0,2,0.13,4,9,3,8,8,50,4,N
5589,2,1,0,2,0,0,1,0.25,0,1,1,1,1,0,2,1,0,0,8.43,5.33,239.85,0.01,13,0.19,13.33,44.97,1,0,0,2,0.13,4,9,3,8,8,50,4,N
5590,3,3,0,1,0,4,2,0.25,2,1,0,5,1,0,7,0,0,0,4.86,10.5,535.5,0.02,17,0.1,29.75,51,0,1,2,5,0.15,7,10,2,6,13,12.5,8,N
5591,3,3,0,1,0,4,2,0.25,2,1,0,5,1,0,7,0,2,1,4.86,10.5,535.5,0.02,17,0.1,29.75,51,0,1,2,5,0.15,7,10,2,6,13,12.5,8,N
5592,15,1,0,0,21,0,1,0.1,0,1,1,1,1,0,10,0,0,0,49.26,3.17,494,0.05,39,0.32,27.44,156,1,0,0,2,0.02,19,20,12,4,48,67.74,10,N
5593,15,1,0,0,21,0,1,0.1,0,1,1,1,1,0,10,0,1,1,64.25,2.25,325.25,0.05,37,0.44,18.07,144.55,1,0,0,2,0.02,18,19,12,3,48,67.74,10,N
5594,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,N
5595,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,N
5596,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,1,2,3,2,3,1,0,0,N
5597,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,1,2,3,2,3,1,0,0,N
5598,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,N
5599,0,3,0,0,0,4,2,0.5,2,1,0,6,1,0,4,0,2,1,11.52,3.75,161.94,0.01,13,0.27,9,43.19,0,1,2,6,0.33,5,8,4,6,6,0,4,N
5600,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,N
5601,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,N
5602,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,1,2,3,2,3,1,0,0,N
5603,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,N
5604,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,1,2,3,2,3,1,0,0,N
5605,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,N
5606,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,1,2,3,2,3,1,0,0,N
5607,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,1,1,3,1,3,1,0,0,N
5608,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,1,2,3,2,3,1,0,0,N
5609,2,3,3,0,0,4,2,0.12,2,2,1,14,1,0,17,0,0,0,27.58,9.64,2564.3,0.09,58,0.1,142.46,265.93,0,1,2,14,0.1,27,31,14,10,21,0,17,N
5610,2,3,3,0,0,4,2,0.12,2,2,1,14,1,0,17,2,1,0,27.58,9.64,2564.3,0.09,58,0.1,142.46,265.93,0,1,2,14,0.1,27,31,14,10,21,0,17,N
5611,5,3,1,2,1,4,2,0.29,2,1,0,7,1,0,5,0,0,0,16.6,5.57,515.41,0.03,25,0.18,28.63,92.51,0,1,2,7,0.13,13,12,7,6,15,37.5,7,N
5612,5,3,3,2,1,4,2,0.29,2,1,0,9,1,0,5,0,1,0,22.54,4.33,423.25,0.03,25,0.23,23.51,97.67,0,1,2,9,0.13,13,12,9,6,15,37.5,7,N
5613,1,1,0,1,10,0,1,0.25,0,1,1,1,1,0,3,0,0,0,21.59,2,86.37,0.01,13,0.5,4.8,43.19,1,0,0,2,0.06,6,7,6,4,17,78.57,4,N
5614,1,1,0,1,10,0,1,0.25,0,1,1,1,1,0,3,0,0,0,21.59,2,86.37,0.01,13,0.5,4.8,43.19,1,0,0,2,0.06,6,7,6,4,17,78.57,4,N
5615,2,18,0,16,0,0,17,0.3,0,1,0,36,1,0,40,1,0,0,30.49,25,19056.29,0.25,138,0.04,1058.68,762.25,0,0,0,21,0.28,50,88,23,23,60,28.57,56,N
5616,1,10,0,8,0,0,9,0.28,0,1,0,20,1,0,24,1,0,0,34.46,10.83,4043.92,0.12,74,0.09,224.66,373.29,0,0,0,13,0.26,26,48,18,15,35,25,32,N
5617,6,3,1,10,4,4,2,0.11,2,1,0,8,1,0,8,0,0,0,37.47,6.46,1564.54,0.08,57,0.15,86.92,242.13,0,1,2,8,0.07,28,29,13,6,30,63.64,18,N
5618,5,1,1,0,2,0,1,0.14,0,1,1,2,1,0,7,1,0,0,24.59,4.05,405.89,0.03,27,0.25,22.55,99.91,1,0,0,3,0.06,13,14,8,5,16,22.22,7,N
5619,18,25,3,27,9,40,13,0.23,16,3,0,47,10,0,29,2,0,0,30.98,35.81,39723.42,0.37,202,0.03,2206.86,1109.35,0,12,20,36,0.15,98,104,26,19,85,55.38,56,N
5620,10,11,2,14,3,16,6,0.23,6,2,0,19,6,1,12,1,0,0,24.93,19.09,9090.19,0.16,98,0.05,505.01,476.08,1,5,8,15,0.15,47,51,16,13,41,58.62,26,N
5621,0,1,1,0,0,0,1,0.25,0,1,1,2,1,0,4,0,1,1,10.24,7,501.89,0.02,20,0.14,27.88,71.7,1,0,0,3,0.17,7,13,4,8,6,0,4,N
5622,0,1,1,0,0,0,1,0.25,0,1,1,2,1,0,4,0,1,1,10.24,7,501.89,0.02,20,0.14,27.88,71.7,1,0,0,3,0.17,7,13,4,8,6,0,4,N
5623,0,3,2,0,0,6,2,0.5,2,2,1,6,1,0,4,0,2,1,21.5,7.15,1099.18,0.05,35,0.14,61.07,153.73,0,2,3,6,0.33,13,22,10,11,6,0,4,N
5624,0,3,2,0,0,6,2,0.5,2,2,1,6,1,0,4,0,2,1,21.5,7.15,1099.18,0.05,35,0.14,61.07,153.73,0,2,3,6,0.33,13,22,10,11,6,0,4,N
5625,0,3,2,0,0,6,2,0.25,2,2,1,6,1,0,8,0,2,1,23.46,10.29,2485.24,0.08,52,0.1,138.07,241.48,0,2,3,6,0.2,19,33,12,13,10,0,8,N
5626,0,3,2,0,0,6,2,0.25,2,2,1,6,1,0,8,0,2,1,23.46,10.29,2485.24,0.08,52,0.1,138.07,241.48,0,2,3,6,0.2,19,33,12,13,10,0,8,N
5627,2,13,4,1,8,24,7,0.13,12,6,0,30,6,0,54,0,5,0,25.11,40,40181.42,0.33,184,0.03,2232.3,1004.54,0,6,12,25,0.1,80,104,22,22,68,14.29,55,N
5628,2,13,4,1,8,24,7,0.13,12,6,0,30,6,0,54,0,5,0,25.11,40,40181.42,0.33,184,0.03,2232.3,1004.54,0,6,12,25,0.1,80,104,22,22,68,14.29,55,N
5629,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,8.3,6.67,369.01,0.02,16,0.15,20.5,55.35,1,0,0,2,0.5,5,11,3,8,2,0,0,N
5630,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,8.3,6.67,369.01,0.02,16,0.15,20.5,55.35,1,0,0,2,0.5,5,11,3,8,2,0,0,N
5631,2,5,2,0,1,8,3,0.13,4,2,0,16,1,0,23,0,3,1,19.78,20.04,7940.87,0.13,80,0.05,441.16,396.34,0,2,4,15,0.11,33,47,14,17,28,4.17,23,N
5632,2,5,2,0,1,8,3,0.13,4,2,0,16,1,0,23,0,3,1,19.78,20.04,7940.87,0.13,80,0.05,441.16,396.34,0,2,4,15,0.11,33,47,14,17,28,4.17,23,N
5633,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,8.6,7.5,483.97,0.02,18,0.13,26.89,64.53,1,0,0,2,0.5,5,13,3,9,2,0,0,N
5634,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,8.6,7.5,483.97,0.02,18,0.13,26.89,64.53,1,0,0,2,0.5,5,13,3,9,2,0,0,N
5635,1,5,6,0,3,8,3,0.16,4,3,1,14,1,0,19,0,3,1,19.07,10.91,2270.01,0.07,46,0.09,126.11,208.08,0,2,4,13,0.12,20,26,11,12,25,13.64,19,N
5636,1,5,6,0,3,8,3,0.16,4,3,1,14,1,0,19,0,3,1,19.07,10.91,2270.01,0.07,46,0.09,126.11,208.08,0,2,4,13,0.12,20,26,11,12,25,13.64,19,N
5637,1,3,4,0,2,4,2,0.17,2,2,1,8,1,0,12,0,2,1,14.73,8.94,1176.94,0.04,31,0.11,65.39,131.69,0,1,2,8,0.12,13,18,8,11,17,14.29,12,N
5638,1,3,4,0,2,4,2,0.17,2,2,1,8,1,0,12,0,2,1,14.73,8.94,1176.94,0.04,31,0.11,65.39,131.69,0,1,2,8,0.12,13,18,8,11,17,14.29,12,N
5639,1,9,5,0,0,14,5,0.42,6,3,0,21,3,0,12,0,5,1,17.46,16.55,4779.2,0.1,63,0.06,265.51,288.85,0,4,7,18,0.29,28,35,11,13,17,0,12,N
5640,1,9,5,0,0,14,5,0.42,6,3,0,21,3,0,12,0,5,1,17.46,16.55,4779.2,0.1,63,0.06,265.51,288.85,0,4,7,18,0.29,28,35,11,13,17,0,12,N
5641,0,1,0,0,0,0,1,0.25,0,1,1,1,1,0,4,0,1,1,9.47,2.67,67.38,0.01,9,0.38,3.74,25.27,1,0,0,2,0.17,4,5,3,4,6,0,4,N
5642,0,1,0,0,0,0,1,0.25,0,1,1,1,1,0,4,0,1,1,9.47,2.67,67.38,0.01,9,0.38,3.74,25.27,1,0,0,2,0.17,4,5,3,4,6,0,4,N
5643,1,5,3,0,0,8,3,0.23,4,3,1,15,1,0,13,0,2,0,16.4,7.07,820.29,0.04,29,0.14,45.57,116,0,2,4,14,0.19,11,18,7,9,16,0,13,N
5644,1,5,3,0,0,8,3,0.23,4,3,1,15,1,0,13,0,2,0,16.4,7.07,820.29,0.04,29,0.14,45.57,116,0,2,4,14,0.19,11,18,7,9,16,0,13,N
5645,1,5,3,0,0,8,3,0.23,4,3,1,15,1,0,13,0,2,0,17.24,7.5,969.51,0.04,31,0.13,53.86,129.27,0,2,4,14,0.19,12,19,8,10,16,0,13,N
5646,1,5,3,0,0,8,3,0.23,4,3,1,15,1,0,13,0,2,0,17.24,7.5,969.51,0.04,31,0.13,53.86,129.27,0,2,4,14,0.19,12,19,8,10,16,0,13,N
5647,0,3,2,0,0,4,2,0.5,2,2,1,6,1,0,4,0,2,1,11.99,6.67,533.03,0.03,21,0.15,29.61,79.95,0,1,2,6,0.33,10,11,6,8,6,0,4,N
5648,0,3,2,0,0,4,2,0.5,2,2,1,6,1,0,4,0,2,1,11.99,6.67,533.03,0.03,21,0.15,29.61,79.95,0,1,2,6,0.33,10,11,6,8,6,0,4,N
5649,0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,0,0,0,6.55,3,58.95,0.01,7,0.33,3.28,19.65,1,0,0,3,0.5,1,6,1,6,2,0,0,N
5650,0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,0,0,0,6.55,3,58.95,0.01,7,0.33,3.28,19.65,1,0,0,3,0.5,1,6,1,6,2,0,0,N
5651,0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.5,2,5,2,5,2,0,0,N
5652,0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.5,2,5,2,5,2,0,0,N
