classname ; numberOfBugsFoundUntil: ; numberOfNonTrivialBugsFoundUntil: ; numberOfMajorBugsFoundUntil: ; numberOfCriticalBugsFoundUntil: ; numberOfHighPriorityBugsFoundUntil: ; bugs ; nonTrivialBugs ; majorBugs ; criticalBugs ; highPriorityBugs ; 
org::eclipse::mylyn::internal::tasks::ui::workingsets::TaskWorkingSetElementAdapter ; 7 ; 4 ; 1 ; 1 ; 5 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::core::model::TracComment ; 4 ; 1 ; 0 ; 0 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::wikitext::ui::viewer::MarkupViewerConfiguration ; 3 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::monitor::ui::PerspectiveChangeMonitor ; 6 ; 0 ; 0 ; 0 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::core::service::JiraAuthenticationException ; 6 ; 4 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::wikitext::core::util::anttask::MarkupTask ; 5 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::zest::layouts::algorithms::internal::CycleChecker ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorPlanningPart ; 17 ; 8 ; 2 ; 1 ; 12 ; 2 ; 1 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::provisional::commons::ui::WorkbenchActionSupport ; 1 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::core::RepositoryReportFactory ; 23 ; 11 ; 3 ; 0 ; 11 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::mediawiki::core::token::EntityReferenceReplacementToken ; 3 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::commons::net::PollingOutputStream ; 2 ; 0 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::java::ui::JavaUiBridge ; 27 ; 11 ; 3 ; 2 ; 17 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::confluence::core::phrase::ImagePhraseModifier ; 3 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::ui::editor::help::CheatSheetContent ; 3 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::tasks::ui::wizards::AbstractRepositorySettingsPage ; 57 ; 28 ; 4 ; 3 ; 27 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::mediawiki::core::token::LineBreakToken ; 3 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::ui::viewer::annotation::ImageAnnotation ; 3 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::pde::ui::junit::TaskContextPdeJUnitTabGroup ; 5 ; 2 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::mediawiki::core::token::HyperlinkReplacementToken ; 3 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::tasks::ui::util::bugzilla::BugzillaGeneratedCommentBlock ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::java::tasks::JavaStackTraceHyperlinkDetector ; 3 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::zest::layouts::algorithms::RadialLayoutAlgorithm ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::actions::OpenTaskSearchAction ; 4 ; 1 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::zest::core::widgets::GraphConnection ; 11 ; 10 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::core::client::TracXmlRpcClient ; 9 ; 5 ; 0 ; 0 ; 3 ; 3 ; 2 ; 1 ; 1 ; 1 ; 
org::eclipse::mylyn::wikitext::core::parser::Attributes ; 4 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::wikitext::ui::annotation::AnchorHrefAnnotation ; 4 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::twiki::core::block::LiteralBlock ; 3 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::ui::editor::reconciler::MultiReconcilingStrategy ; 2 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::core::WorkLogConverter ; 3 ; 1 ; 0 ; 0 ; 2 ; 1 ; 1 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::team::ui::actions::Messages ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::editors::RepositoryTaskOutlineNode ; 14 ; 7 ; 0 ; 0 ; 9 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteEntity ; 7 ; 4 ; 1 ; 1 ; 5 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::context::tests::support::DomContextReader ; 20 ; 8 ; 2 ; 0 ; 12 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::core::WeekDateRange ; 7 ; 3 ; 1 ; 1 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::context::tests::support::FileTool ; 4 ; 2 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::commons::net::InfiniteSubProgressMonitor ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteComment ; 7 ; 4 ; 1 ; 1 ; 5 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::tasks::ui::util::bugzilla::BugzillaQuoteBlock ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::CategorizedPresentation ; 4 ; 1 ; 0 ; 0 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::AbstractNamedRemoteEntity ; 7 ; 4 ; 1 ; 1 ; 5 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::context::ui::AbstractContextLabelProvider ; 5 ; 3 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteConfiguration ; 7 ; 4 ; 1 ; 1 ; 5 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::core::client::Messages ; 2 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::wikitext::core::parser::markup::token::LineBreakReplacementTokenProcessor ; 3 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::wikitext::twiki::core::TWikiLanguage ; 3 ; 2 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::core::model::TracWikiPageInfo ; 4 ; 0 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::deprecated::AbstractTaskEditorFactory ; 3 ; 0 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::resources::ui::ResourceUiBridge ; 18 ; 7 ; 1 ; 1 ; 11 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::zest::core::messages::ZestErrorMessages ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::context::ui::AbstractContextUiBridge ; 7 ; 3 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::search::SearchResultSortAction ; 5 ; 3 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::actions::ToggleWorkingSetAction ; 4 ; 1 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::zest::core::viewers::GraphViewer ; 4 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::core::TaskRepositoryManager ; 20 ; 9 ; 0 ; 0 ; 14 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CssWhitespaceDetector ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::sandbox::ui::highlighters::TaskHighlighterMenuContributor ; 3 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::ide::ui::MarkerViewerInterestSorter ; 8 ; 3 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::context::ui::ContentOutlineManager ; 4 ; 3 ; 0 ; 0 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::ui::tasklist::BugzillaTaskHandler ; 2 ; 1 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::monitor::usage::FileDisplayDialog ; 10 ; 4 ; 0 ; 0 ; 8 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::provisional::tasks::core::RepositoryClientManager ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::provisional::commons::ui::AbstractFilteredTree ; 6 ; 0 ; 0 ; 0 ; 2 ; 3 ; 2 ; 1 ; 0 ; 1 ; 
org::eclipse::mylyn::zest::core::widgets::internal::ExpandGraphLabel ; 4 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::views::AbstractTaskListPresentation ; 4 ; 1 ; 0 ; 0 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::provisional::commons::core::CommonMessages ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::core::AttributeValueConverter ; 2 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::provisional::commons::ui::CommonsUiUtil ; 3 ; 1 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::ui::TracConnectorUi ; 18 ; 11 ; 1 ; 0 ; 12 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::monitor::usage::MonitorFileRolloverJob ; 17 ; 6 ; 0 ; 0 ; 10 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaSearchQuery ; 5 ; 3 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::tasks::tests::connector::MockRepositoryConnectorUi ; 8 ; 5 ; 2 ; 0 ; 7 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::ui::editor::outline::QuickOutlinePopupDialog ; 1 ; 0 ; 0 ; 0 ; 0 ; 3 ; 2 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::ui::editor::TracRenderingEngine ; 7 ; 4 ; 1 ; 0 ; 5 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::commons::net::PollingProtocolSocketFactory ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::confluence::core::block::TableBlock ; 4 ; 4 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskRelationHyperlinkDetector ; 6 ; 2 ; 2 ; 0 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::editors::BooleanAttributeEditor ; 8 ; 1 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::web::ui::WebResourceContentProvider ; 3 ; 1 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::xplanner::soap::XPlanner::XPlannerProxy ; 2 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::team::ui::actions::AddToTaskContextAction ; 10 ; 3 ; 0 ; 0 ; 6 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::core::model::filter::StatusFilter ; 5 ; 3 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::context::ui::actions::InterestDecrementAction ; 8 ; 4 ; 1 ; 0 ; 5 ; 2 ; 2 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::editors::AbstractReplyToCommentAction ; 12 ; 5 ; 0 ; 0 ; 7 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::core::model::Group ; 4 ; 2 ; 0 ; 0 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::web::tasks::NamedPattern ; 3 ; 0 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::sandbox::ui::actions::OpenRelatedElementsPopupDialogAction ; 3 ; 0 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::util::CopyAttachmentToClipboardJob ; 3 ; 1 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::commands::NewLocalTaskHandler ; 4 ; 1 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::twiki::core::phrase::SimpleWrappedPhraseModifier ; 3 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::tasks::ui::editors::AbstractTaskEditorPart ; 6 ; 2 ; 0 ; 0 ; 4 ; 1 ; 1 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::core::service::Messages ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::actions::TaskEditorScheduleAction ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::team::ccvs::CvsContextChangeSet ; 3 ; 2 ; 1 ; 1 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::core::parser::builder::DitaTopicDocumentBuilder ; 1 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::context::ui::ColorMap ; 7 ; 4 ; 0 ; 0 ; 6 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::monitor::usage::wizards::GetNewUserIdPage ; 5 ; 3 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::core::client::TracRemoteException ; 2 ; 1 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::commands::OpenTaskAttachmentInDefaultEditorHandler ; 6 ; 3 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::xplanner::ui::editor::XPlannerTimeTrackingEditorPart ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::sandbox::ui::actions::FindReferencesInContextAction ; 2 ; 1 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::wikitext::core::util::anttask::Messages ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::resources::ui::ResourceContextLabelProvider ; 11 ; 5 ; 1 ; 1 ; 7 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::wikitext::core::parser::markup::PatternBasedElement ; 4 ; 3 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::ui::editor::actions::ToggleFoldingRulerAction ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaPlanningEditorPart ; 8 ; 4 ; 0 ; 0 ; 7 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::context::ui::actions::Messages ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::actions::RestoreTaskListAction ; 14 ; 3 ; 0 ; 0 ; 10 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorNotesPart ; 1 ; 1 ; 0 ; 0 ; 1 ; 2 ; 1 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::core::InvalidJiraQueryException ; 2 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::java::ui::search::JavaActiveSearchResultUpdater ; 4 ; 1 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::core::parser::builder::DefaultSplittingStrategy ; 3 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::context::core::AggregateInteractionEvent ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::team::ui::LinkedTaskInfo ; 9 ; 3 ; 0 ; 0 ; 6 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::core::BugzillaTaskDataHandler ; 66 ; 40 ; 5 ; 3 ; 39 ; 2 ; 1 ; 0 ; 0 ; 2 ; 
org::eclipse::mylyn::internal::wikitext::textile::core::block::ParagraphBlock ; 3 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::commands::Messages ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::wikitext::core::parser::markup::phrase::LimitedHtmlEndTagPhraseModifier ; 4 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::core::externalization::DelegatingTaskExternalizer ; 27 ; 16 ; 4 ; 3 ; 20 ; 1 ; 1 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::wikitext::core::parser::QuoteAttributes ; 3 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::tasklist::tests::Job ; 1 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::ui::actions::DeleteFavoriteAction ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::ui::viewer::FontState ; 2 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteFieldValue ; 7 ; 4 ; 1 ; 1 ; 5 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::tasks::tests::connector::MockRepositoryConnector ; 52 ; 24 ; 3 ; 1 ; 35 ; 2 ; 2 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::bugzilla::deprecated::BugzillaTaskListFactory ; 3 ; 1 ; 0 ; 0 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::ui::search::RepositorySearchQuery ; 4 ; 2 ; 0 ; 0 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::wikitext::core::util::FormattingXMLStreamWriter ; 4 ; 4 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::ui::JiraIssueContentOutlinePage ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::phrase::SimpleWrappedPhraseModifier ; 5 ; 5 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::zest::core::viewers::internal::ZoomManager ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaMylynSearchOperation ; 19 ; 10 ; 1 ; 0 ; 15 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::wiki::editor::TracWikiPageEditor ; 12 ; 4 ; 0 ; 0 ; 7 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::core::model::filter::VersionFilter ; 5 ; 3 ; 0 ; 0 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::core::model::TracAttachment ; 3 ; 1 ; 0 ; 0 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::ui::WikiTextUiPlugin ; 6 ; 5 ; 2 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::wikitext::core::parser::markup::DefaultIdGenerationStrategy ; 2 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::core::XmlCleaner ; 13 ; 6 ; 1 ; 1 ; 7 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::provisional::tasks::ui::wizards::Messages ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::TaskWorkingSetFilter ; 19 ; 13 ; 2 ; 0 ; 13 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::monitor::reports::MonitorReportsPlugin ; 4 ; 2 ; 0 ; 0 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::sandbox::dev::properties::AbstractTaskCategoryPropertySource ; 4 ; 1 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::context::ui::ContextUi ; 7 ; 2 ; 0 ; 0 ; 5 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::ui::editor::Messages ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::tasks::ui::wizards::AbstractTaskRepositoryPage ; 6 ; 1 ; 0 ; 0 ; 2 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::context::ui::preferences::Messages ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::resources::ui::ResourceStructureBridge ; 17 ; 6 ; 0 ; 0 ; 13 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::xplanner::core::service::ServiceManager ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::workingsets::TaskWorkingSetAdapterFactory ; 8 ; 4 ; 1 ; 1 ; 5 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::core::TracAttachmentHandler ; 27 ; 18 ; 1 ; 0 ; 19 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::wikitext::core::util::LocatorImpl ; 3 ; 3 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::AbstractTaskListFilter ; 20 ; 10 ; 2 ; 0 ; 15 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::tasks::ui::AbstractTaskRepositoryLinkProvider ; 9 ; 2 ; 1 ; 0 ; 5 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::phrase::MonospacePhraseModifier ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::twiki::core::validation::Messages ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::ui::editor::Messages ; 3 ; 2 ; 0 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
